large_zone,region,tokyo_chiyoda_chuo_minato,tokyo_meguro_shinagawa_ota,tokyo_toshima_bunkyo_shinjuku_shibuya,tokyo_arakawa_taito_sumida_koto,tokyo_nakano_suginami_setagaya,tokyo_nerima_itabashi_kita,tokyo_adachi_katsushika_edogawa,chofu_nishitokyo_fuchu_musashino_etc,machida_tama_hachioji_inagi_etc,mizuho_fussa_hamura_akiruno_etc,yokohama_nishi_naka,yokohama_isogo_minami_kanazawa_konan,yokohama_hodogaya_totsuka_sakae_izumi_etc,yokohama_kohoku_tsuzuki_midori_aoba,yokohama_tsurumi_kanagawa,kawasaki_kawasaki_saiwai_nakahara,kawasaki_takatsu_miyamae_tama_asao,sagamihara_city,yokosuka_miura,kamakura_zushi_hayama,fujisawa_chigasaki_samukawa,hiratsuka_oiso_ninomiya,odawara_manazuru_yugawara_hakone,minami_ashigara_nakai_oi_matsuda_etc,atsugi_hadano_kiyokawa_isehara_etc,zama_yamato_ebina_ayase,saitama_city,kawaguchi_warabi_toda,asaka_wako_niiza_tokorozawa_etc,soka_kasukabe_misato_koshigaya_etc,hanno_hidaka_moroyama_ogose_etc,tsurugashima_sakado_kawajima_higashimatsuyama_etc,ageo_konosu_okegawa_kitamoto_etc,kuki_kazo_hanyu_gyoda_etc,kumagaya_fukaya_ogawa_yorii_etc,honjo_kamikawa_kamisato,chichibu_yokoze_minano_nagatoro_etc,chiba_city,ichikawa_urayasu_narashino_funabashi,matsudo_kamagaya_kashiwa_abiko,nagareyama_noda,yachiyo_sakura_narita_shiroi_etc,ichihara_city,kisarazu_sodegaura_kimitsu_futtsu,katsuura_otaki_tateyama_kamogawa_etc,choshi_asahi_sosa_katori_etc,togane_mobara_sanmu_oamishirasato_etc,tsuchiura_ishioka_omitama_kasumigaura_etc,koga_shimotsuma_yachiyo_goka_etc,tsukuba_city,joso_bando,ryugasaki_toride_ushiku_moriya_etc,inashiki_miho_kawachi,kashima_kamisu_namegata_itako,mito_hitachi_kasama_hitachinaka_etc,yuki_chikusei_sakuragawa,maebashi_takasaki_isesaki_shibukawa_etc,kiryu_ota_tatebayashi_midori_etc,utsunomiya_kanuma_moka_kaminokawa_etc,tochigi_oyama_shimotsuke_nogi_etc,ashikaga_sano,tokyo_islands,ibaraki_north,tochigi_north,gunma_north,gunma_other_ueno_kanna_nanmoku,hokkaido_tohoku,hokuriku,yamanashi_nagano,shizuoka,chubu_west,overseas,unknown,all_regions
31,tsurugashima_sakado_kawajima_higashimatsuyama_etc,2,1,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,35,0,3,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,29,55,0,7,172
32,ageo_konosu_okegawa_kitamoto_etc,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,30,43,12,3,0,35,24,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,192
33,kuki_kazo_hanyu_gyoda_etc,13,16,24,7,6,10,32,41,7,0,2,2,2,4,1,2,2,2,1,1,1,1,1,0,21,16,81,34,279,125,1,0,66,60,192,0,0,3,133,23,67,0,0,0,0,0,9,0,4,0,0,0,0,0,8,14,115,0,8,12,0,0,0,0,0,0,38,1,18,6,12,0,49,1569
34,kumagaya_fukaya_ogawa_yorii_etc,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,27,1,0,0,0,0,0,0,0,1,1,72,0,5,6,2,4,1,1,34,1,1,1,0,0,0,0,0,0,0,0,0,7,30,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0,18,0,7,0,8,236
35,honjo_kamikawa_kamisato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,1,0,2,0,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,1,0,9,0,5,46
36,chichibu_yokoze_minano_nagatoro_etc,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,16
37,chiba_city,1,0,0,10,0,0,323,47,68,0,0,0,12,1,0,0,0,61,0,0,0,0,0,0,73,118,8,0,53,34,0,59,113,31,0,31,0,55,89,174,1,30,31,0,0,32,5,6,294,21,3,6,0,0,1,0,274,626,2,5,0,0,0,0,0,0,37,216,147,82,19,0,513,3712
38,ichikawa_urayasu_narashino_funabashi,90,1652,28,236,4,10,176,14,1,1,0,0,0,0,0,64,0,1,0,0,0,0,0,0,7,0,2,91,0,56,0,0,0,1,0,0,0,203,257,85,28,334,22,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,8,9,6,108,0,259,3821
39,matsudo_kamagaya_kashiwa_abiko,0,28,1,0,0,28,1,139,0,28,0,1,0,0,0,0,0,0,0,0,417,0,0,0,42,0,0,35,35,29,0,14,0,0,0,0,0,63,507,56,278,18,0,0,0,0,0,0,288,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,476,28,87,2,179,0,0,2812
40,nagareyama_noda,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,7,0,1,0,0,0,0,14
41,yachiyo_sakura_narita_shiroi_etc,0,0,0,53,26,1,16,21,25,0,164,61,1,0,18,133,0,0,0,0,0,14,0,0,0,0,113,15,407,46,0,0,38,55,0,0,0,53,392,37,2,108,0,0,0,8,29,58,1,16,0,0,0,20,25,0,13,51,44,12,0,0,0,0,0,0,238,68,39,38,831,0,32,3325
42,ichihara_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,1,1,0,0,1,0,28,71
43,kisarazu_sodegaura_kimitsu_futtsu,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,2,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,52,0,100,218
44,katsuura_otaki_tateyama_kamogawa_etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4,23
45,choshi_asahi_sosa_katori_etc,51,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,52,0,0,0,1,5,0,0,0,0,0,0,1,1,1,51,17,2,0,0,114,2,1,0,0,0,1,1,3,0,0,61,0,0,51,0,0,0,51,51,0,56,0,101,2,1,0,4,798
46,togane_mobara_sanmu_oamishirasato_etc,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,2,66
47,tsuchiura_ishioka_omitama_kasumigaura_etc,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,2,0,123,7,0,0,9,2,0,0,0,2,25,0,0,6,0,1,0,0,0,155,2,4,1,3,1,3,18,2,0,6,3,0,0,0,3,2,0,0,41,0,0,0,0,0,834,1319
48,koga_shimotsuma_yachiyo_goka_etc,0,0,3,0,0,0,0,13,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,4,6,6,0,29,0,21,9,0,0,4,4,13,0,0,0,0,0,0,0,4,85,9,3,0,0,0,3,11,0,10,65,23,13,0,0,24,0,0,0,0,0,35,18,0,127,579
49,tsukuba_city,0,1,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,24,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,10,0,0,0,71,0,0,232
50,joso_bando,0,0,4,1,0,7,7,0,2,34,0,1,1,2,1,0,0,0,0,0,0,0,0,0,21,22,48,20,61,3,88,0,13,32,0,0,0,3,2,2,63,6,0,0,0,1,0,2,134,1,2,3,0,0,2,0,2,0,0,15,0,0,0,0,0,0,20,2,1,1,17,0,2,649
51,ryugasaki_toride_ushiku_moriya_etc,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,51,27,0,0,0,1,36,0,0,0,0,16,0,0,34,0,0,0,0,0,0,0,0,0,20,0,0,4,0,0,0,3,0,3,0,0,0,0,0,0,17,0,0,0,0,7,355
52,inashiki_miho_kawachi,0,6,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
53,kashima_kamisu_namegata_itako,0,0,0,0,0,0,29,0,0,0,0,3,0,0,0,3,25,0,0,0,0,0,0,0,31,0,31,0,15,129,0,38,0,0,0,0,0,12,1,0,0,7,0,0,0,0,0,0,22,0,0,31,0,0,0,0,0,31,0,0,31,0,0,0,0,0,56,87,62,31,222,0,62,960
54,mito_hitachi_kasama_hitachinaka_etc,1,0,0,5,0,0,8,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,110,1,67,0,0,0,8,0,0,0,0,1,0,0,1,0,0,0,0,0,49,0,2,0,3,0,75,195,2,4,0,10,0,0,0,10,42,0,0,305,0,0,0,398,0,53,1357
55,yuki_chikusei_sakuragawa,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,2,20
56,maebashi_takasaki_isesaki_shibukawa_etc,68,0,0,0,0,61,157,42,0,9,0,0,12,14,0,0,0,0,0,0,0,491,0,0,86,1,58,80,130,144,0,0,1,2,4,1,1,88,338,95,156,0,0,0,0,0,0,55,12,0,35,0,0,0,158,0,856,61,74,99,0,0,0,4,1,0,370,99,21,1,838,0,109,4833
57,kiryu_ota_tatebayashi_midori_etc,1,8,0,0,0,0,4,8,0,0,0,8,1,0,672,15,1,0,0,0,0,0,0,0,10,0,122,0,594,8,0,0,8,9,25,0,0,4,1397,928,814,1,0,0,0,1,5,629,2,0,2,49,0,5,6,2,660,139,2,4,1,0,0,0,0,0,1378,1520,1944,8,5109,0,12473,28577
58,utsunomiya_kanuma_moka_kaminokawa_etc,0,41,0,4,0,0,0,56,0,0,0,8,46,0,0,5,15,46,0,0,122,0,0,0,11,8,12,61,126,5,0,0,0,7,1,0,0,38,122,38,0,0,0,0,0,0,0,106,0,0,6,0,0,0,17,77,0,5,94,36,0,0,0,0,0,0,0,0,0,0,0,0,1,1112
59,tochigi_oyama_shimotsuke_nogi_etc,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,98,0,0,0,0,0,0,25,19,15,0,0,7,0,0,479,49,59,0,389,0,1164,2359
60,ashikaga_sano,0,1,0,0,0,0,0,9,1,0,0,0,0,0,0,29,22,0,0,0,0,0,0,0,0,0,0,9,9,14,0,0,0,38,4,20,0,0,6,0,0,6,0,1,0,0,0,6,0,0,0,0,0,0,0,0,13,30,0,0,24,0,0,0,0,0,30,0,9,0,14,0,0,294
61,tokyo_islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,ibaraki_north,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,314,0,37,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380
63,tochigi_north,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
64,gunma_north,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
65,gunma_other_ueno_kanna_nanmoku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,hokkaido_tohoku,19,0,0,0,0,0,553,81,0,0,29,25,0,102,0,0,0,0,0,0,57,0,0,0,0,36,0,0,25,0,8,28,0,0,0,0,0,21,32,0,0,57,0,1,4,0,0,38,0,0,0,0,0,0,2,1,505,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1633
67,hokuriku,6,0,0,0,0,0,81,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,113,0,2,0,0,7,0,0,0,102,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325
68,yamanashi_nagano,3,0,0,0,18,0,1,1,0,0,0,0,0,0,5,0,0,32,0,0,0,0,0,0,22,14,0,0,103,0,5,0,12,14,0,0,0,40,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,276,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,558
69,shizuoka,0,0,0,0,0,0,1,49,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,95,15,0,1,31,30,1,58,3,3,0,0,0,4,0,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,192,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503
70,chubu_west,42,0,0,0,0,0,454,80,0,0,0,13,0,0,102,15,0,0,0,0,0,0,0,0,121,83,0,0,90,0,5,145,10,74,1,0,0,0,5,491,133,35,0,0,0,35,1,140,7,0,0,11,7,0,1,0,1000,231,0,343,29,0,0,0,0,0,0,0,0,0,0,0,0,3706
71,overseas,22,223,0,104,0,60,127,0,0,0,434,0,0,0,1013,0,0,0,0,0,0,0,0,48,0,0,0,0,25,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,75,0,1,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2270
999,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
○food_products_ambient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(unit: ton/day)
large_zone,region,tokyo_chiyoda_chuo_minato,tokyo_meguro_shinagawa_ota,tokyo_toshima_bunkyo_shinjuku_shibuya,tokyo_arakawa_taito_sumida_koto,tokyo_nakano_suginami_setagaya,tokyo_nerima_itabashi_kita,tokyo_adachi_katsushika_edogawa,chofu_nishitokyo_fuchu_musashino_etc,machida_tama_hachioji_inagi_etc,mizuho_fussa_hamura_akiruno_etc,yokohama_nishi_naka,yokohama_isogo_minami_kanazawa_konan,yokohama_hodogaya_totsuka_sakae_izumi_etc,yokohama_kohoku_tsuzuki_midori_aoba,yokohama_tsurumi_kanagawa,kawasaki_kawasaki_saiwai_nakahara,kawasaki_takatsu_miyamae_tama_asao,sagamihara_city,yokosuka_miura,kamakura_zushi_hayama,fujisawa_chigasaki_samukawa,hiratsuka_oiso_ninomiya,odawara_manazuru_yugawara_hakone,minami_ashigara_nakai_oi_matsuda_etc,atsugi_hadano_kiyokawa_isehara_etc,zama_yamato_ebina_ayase,saitama_city,kawaguchi_warabi_toda,asaka_wako_niiza_tokorozawa_etc,soka_kasukabe_misato_koshigaya_etc,hanno_hidaka_moroyama_ogose_etc,tsurugashima_sakado_kawajima_higashimatsuyama_etc,ageo_konosu_okegawa_kitamoto_etc,kuki_kazo_hanyu_gyoda_etc,kumagaya_fukaya_ogawa_yorii_etc,honjo_kamikawa_kamisato,chichibu_yokoze_minano_nagatoro_etc,chiba_city,ichikawa_urayasu_narashino_funabashi,matsudo_kamagaya_kashiwa_abiko,nagareyama_noda,yachiyo_sakura_narita_shiroi_etc,ichihara_city,kisarazu_sodegaura_kimitsu_futtsu,katsuura_otaki_tateyama_kamogawa_etc,choshi_asahi_sosa_katori_etc,togane_mobara_sanmu_oamishirasato_etc,tsuchiura_ishioka_omitama_kasumigaura_etc,koga_shimotsuma_yachiyo_goka_etc,tsukuba_city,joso_bando,ryugasaki_toride_ushiku_moriya_etc,inashiki_miho_kawachi,kashima_kamisu_namegata_itako,mito_hitachi_kasama_hitachinaka_etc,yuki_chikusei_sakuragawa,maebashi_takasaki_isesaki_shibukawa_etc,kiryu_ota_tatebayashi_midori_etc,utsunomiya_kanuma_moka_kaminokawa_etc,tochigi_oyama_shimotsuke_nogi_etc,ashikaga_sano,tokyo_islands,ibaraki_north,tochigi_north,gunma_north,gunma_other_ueno_kanna_nanmoku,hokkaido_tohoku,hokuriku,yamanashi_nagano,shizuoka,chubu_west,overseas,unknown,all_regions
0,tokyo_chiyoda_chuo_minato,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,4,44
1,tokyo_meguro_shinagawa_ota,97,359,50,126,16,20,15,64,3,0,10,8,4,12,8,6,0,6,1,0,20,1,0,0,9,12,12,9,13,2,0,4,1,6,0,0,0,3,23,2,1,18,1,0,0,0,2,0,0,0,0,0,0,0,0,0,21,0,21,0,0,0,0,0,0,0,134,13,30,51,222,76,239,1752
2,tokyo_toshima_bunkyo_shinjuku_shibuya,0,0,0,0,0,0,0,10,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,31
3,tokyo_arakawa_taito_sumida_koto,68,72,64,252,25,61,261,1,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,3,17,2,4,21,19,0,0,0,0,0,0,0,0,5,12,2,0,0,0,0,0,0,1,25,0,7,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,64,1,8,2,28,0,17,1057
4,tokyo_nakano_suginami_setagaya,0,266,71,0,799,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1355
5,tokyo_nerima_itabashi_kita,1,0,1,69,0,80,35,3,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,0,1,0,0,1,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,2,3,0,7,0,0,258
6,tokyo_adachi_katsushika_edogawa,8,11,0,227,0,7,48,24,48,3,0,0,0,0,4,12,0,0,9,0,1,0,0,0,20,4,9,4,13,67,0,0,0,74,4,0,0,2,256,14,53,8,0,0,0,0,0,0,0,1,6,0,0,38,10,0,0,5,8,0,0,0,0,0,0,0,3,1,0,0,32,0,108,1145
7,chofu_nishitokyo_fuchu_musashino_etc,5,344,260,593,85,635,260,1538,274,495,0,3,8,11,4,37,25,3,3,0,0,3,0,0,3,230,60,11,44,60,3,2,11,0,3,0,0,2,101,24,4,3,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,54,0,2197,7413
8,machida_tama_hachioji_inagi_etc,0,20,0,32,8,0,0,35,125,97,0,1,0,7,0,32,0,17,0,0,0,0,0,0,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,3,0,11,0,77,484
9,mizuho_fussa_hamura_akiruno_etc,0,0,0,1,1,1,0,10,6,24,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,36,0,22,0,0,0,47,274
10,yokohama_nishi_naka,31,5,3,0,10,0,0,0,18,1,4,190,138,9,15,25,43,5,40,4,95,9,0,5,6,27,48,0,49,0,0,0,0,0,23,0,0,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,50,0,2,38,0,0,0,0,0,0,45,4,73,1,39,0,37,1167
11,yokohama_isogo_minami_kanazawa_konan,0,54,0,0,3,0,0,0,0,0,4,47,40,1,74,57,0,7,19,6,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,335
12,yokohama_hodogaya_totsuka_sakae_izumi_etc,0,0,0,0,0,0,0,0,0,0,4,6,2,2,19,24,4,13,13,0,4,0,2,0,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,159
13,yokohama_kohoku_tsuzuki_midori_aoba,0,0,0,0,0,0,0,0,2,0,23,11,15,24,29,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,0,1,126
14,yokohama_tsurumi_kanagawa,60,109,50,85,62,14,44,103,24,0,212,73,112,65,87,461,156,43,0,0,15,20,0,0,75,72,1,1,3,8,0,0,15,1,0,0,0,59,202,62,29,0,6,0,1,0,0,0,0,0,0,0,0,0,110,0,0,1,0,1,0,0,0,0,0,0,55,34,47,33,52,36,42,2742
15,kawasaki_kawasaki_saiwai_nakahara,73,418,4,317,10,26,45,96,0,18,26,67,71,51,200,383,35,4,16,0,0,1,0,0,103,287,141,33,254,80,30,18,66,109,0,0,0,136,2,81,527,99,35,0,0,0,33,14,1,0,0,0,0,0,8,35,87,0,32,0,6,0,0,38,0,0,139,6,13,25,67,0,382,4748
16,kawasaki_takatsu_miyamae_tama_asao,0,12,10,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33
17,sagamihara_city,0,0,0,0,0,0,0,2,46,0,0,0,0,3,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,104
18,yokosuka_miura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
19,kamakura_zushi_hayama,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,3,73,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226
20,fujisawa_chigasaki_samukawa,4,7,1,0,2,0,6,29,2,0,1,10,5,7,11,4,4,4,6,1,5,1,1,0,7,28,0,0,0,0,0,15,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,6,8,0,7,250
21,hiratsuka_oiso_ninomiya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,odawara_manazuru_yugawara_hakone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
23,minami_ashigara_nakai_oi_matsuda_etc,0,99,0,0,0,0,0,0,0,6,0,332,64,85,251,247,95,230,0,0,0,0,1203,1200,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,339,555,495,0,2439,8310
24,atsugi_hadano_kiyokawa_isehara_etc,0,49,0,129,0,1,0,16,0,5,1,0,1,2,10,362,4,27,1,0,6,14,5,0,52,129,2,2,18,5,0,3,40,83,0,0,0,4,7,2,1,4,0,0,0,2,0,6,1,0,0,227,0,0,0,0,3,346,2,1,0,0,3,0,0,0,353,6,153,17,517,0,188,2809
25,zama_yamato_ebina_ayase,1,0,0,117,56,34,44,229,54,91,1,58,32,10,17,163,2,91,5,8,217,7,16,50,464,133,0,0,0,0,0,0,43,162,0,0,0,336,86,81,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,43,0,0,0,0,0,0,0,0,0,228,43,258,207,292,0,441,4164
